,11,8,SODA DI MARCO SRL -M11-,1343052,1,8,SP PLASTICOS S.R.L.,SODA DI MARCO SRL -M11-,2020-11-14,2020-11-16,
,358,8,LOGICARGO SRL M358 MZA,1349472,1,8,LOGICARGO SRL M358 MZA,DABRA S.A.,2020-12-11,2020-12-12,
,358,8,LOGICARGO SRL M358 MZA,1349474,1,8,LOGICARGO SRL M358 MZA,ANTONIO LUQUIN SACIFI-M38,2020-12-11,2020-12-12,
,358,8,LOGICARGO SRL M358 MZA,1349751,1,8,LOGICARGO SRL M358 MZA,ANTONIO LUQUIN SACIFI-M38,2020-12-12,2020-12-14,
,358,8,LOGICARGO SRL M358 MZA,1349753,1,8,LOGICARGO SRL M358 MZA,DABRA S.A.,2020-12-12,2020-12-14,
,358,8,LOGICARGO SRL M358 MZA,1349754,1,8,LOGICARGO SRL M358 MZA,DABRA S.A.,2020-12-12,2020-12-14,
,358,8,LOGICARGO SRL M358 MZA,1738431,1,8,LOGICARGO SRL M358 MZA,MABEL SALINAS S.A.-M153-,2020-11-26,2020-11-27,
,358,8,LOGICARGO SRL M358 MZA,1738432,1,8,LOGICARGO SRL M358 MZA,DABRA S.A.,2020-11-26,2020-11-27,
,358,8,LOGICARGO SRL M358 MZA,1738433,1,8,LOGICARGO SRL M358 MZA,DABRA S.A.,2020-11-26,2020-11-27,
,384,8,TRIVENTO BGAS.Y VDOS.SA-M384,1344543,1,8,PRECINTOS ARGENTINOS S.R.L.,TRIVENTO B&V SA,2020-11-20,2020-11-24,
,384,8,TRIVENTO BGAS.Y VDOS.SA-M384,1937020,1,8,FOSS,TRIVENTO B&V SA,2020-11-26,2020-11-27,
,39,8,FLEX COLOR S.R.L.-M39,1340616,1,2,FLEX COLOR S.R.L.-M39,FLEX COLOR S.R.L.-M39,2020-11-04,2020-11-04,
,39,8,FLEX COLOR S.R.L.-M39,1341401,1,8,FLEX COLOR,FLEX COLOR S.R.L.-M39,2020-11-07,2020-11-09,
,39,8,FLEX COLOR S.R.L.-M39,1739622,1,8,FLEX COLOR S.R.L.-M39,FLEX COLOR S.R.L.-M39,2020-12-10,2020-12-14,
,39,8,FLEX COLOR S.R.L.-M39,9212998,2,8,GRUNHAUT S.A .,FLEX COLOR S.R.L.-M39,2020-11-05,2020-11-06,
,39,8,FLEX COLOR S.R.L.-M39,9213854,2,8,CORTINAS SBACCO SRL,FLEX COLOR S.R.L.-M39,2020-11-18,2020-11-19,
,395,8,DABRA S.A.-J395-I.DE LA ROSA,1736840,1,6,WINNERS,DABRA S.A.,2020-11-11,2020-11-11,
,395,8,DABRA S.A.-J395-I.DE LA ROSA,1738242,1,6,DABRA S.A.-J395-I.DE LA ROSA,DABRA S.A.,2020-11-25,2020-11-25,
,395,8,DABRA S.A.-J395-I.DE LA ROSA,9212847,2,6,SPORTS COMPLEMENTS,DABRA S.A.,2020-11-03,2020-11-03,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1340339,1,7,DABRA S.A.,DABRA S.A.,2020-11-04,2020-11-04,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1341317,1,7,ID ARGENTINA S.A.-M25,DABRA S.A.,2020-11-07,2020-11-07,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1341701,1,7,DABRA S.A.,DABRA S.A.,2020-11-10,2020-11-10,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1342669,1,7,DABRA S.A.,DABRA S.A.,2020-11-13,2020-11-13,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1342672,1,7,DABRA S.A.,DABRA S.A.,2020-11-13,2020-11-13,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1342981,1,7,DABRA S.A.,DABRA S.A.,2020-11-14,2020-11-14,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1342982,1,7,DABRA S.A.,DABRA S.A.,2020-11-14,2020-11-14,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1343454,1,7,ID ARGENTINA S.A.-M25,DABRA S.A.,2020-11-17,2020-11-17,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1736843,1,7,WINNERS,DABRA S.A.,2020-11-11,2020-11-11,
,397,8,DABRA S.A.-L397-CALLE BELGRANO,1737508,1,7,DABRA S.A.,DABRA S.A.,2020-11-18,2020-11-18,
,398,8,DABRA S.A.-L398-PEAT.RIVADAVIA,1340338,1,7,DABRA S.A.,DABRA S.A.,2020-11-04,2020-11-04,
,398,8,DABRA S.A.-L398-PEAT.RIVADAVIA,1737752,1,7,DABRA S.A.,DABRA S.A.,2020-11-19,2020-11-19,
,398,8,DABRA S.A.-L398-PEAT.RIVADAVIA,9213925,2,7,SPORTS COMPLEMENTS,DABRA S.A.,2020-11-19,2020-11-19,
,4005,11,D'ANUNZIO ARGENTINA S.R.L.,4117245,11,8,D'ANUNZIO ARGENTINA S.R.L.,NVO MASOL MAYORISTA S.A.,2020-11-25,2020-11-27,
,4005,11,D'ANUNZIO ARGENTINA S.R.L.,4117246,11,8,D'ANUNZIO ARGENTINA S.R.L.,NVO MASOL MAYORISTA S.A.,2020-11-25,2020-12-03,
,401,8,DABRA S.A.-C401-9 DE JULIO,1345405,1,2,GRIMOLDI SA,DABRA S.A.,2020-11-25,2020-11-25,
,4015,11,R.F. TRANSPORTE S.A.,4116418,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-06,2020-11-10,
,4015,11,R.F. TRANSPORTE S.A.,4116420,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-06,2020-11-10,
,4015,11,R.F. TRANSPORTE S.A.,4116426,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-06,2020-11-10,
,4015,11,R.F. TRANSPORTE S.A.,4116523,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-11,2020-11-12,
,4015,11,R.F. TRANSPORTE S.A.,4116524,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-11,2020-11-12,
,4015,11,R.F. TRANSPORTE S.A.,4116526,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-11,2020-11-12,
,4015,11,R.F. TRANSPORTE S.A.,4116527,11,8,R.F. TRANSPORTE S.A.,TERRAGROUP ARGENTINA SA,2020-11-11,2020-11-12,
,4015,11,R.F. TRANSPORTE S.A.,4116528,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-11,2020-11-12,
,4015,11,R.F. TRANSPORTE S.A.,4116529,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-11,2020-11-12,
,4015,11,R.F. TRANSPORTE S.A.,4116530,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-11,2020-11-12,
,4015,11,R.F. TRANSPORTE S.A.,4116531,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-11,2020-11-12,
,4015,11,R.F. TRANSPORTE S.A.,4116533,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-11,2020-11-12,
,4015,11,R.F. TRANSPORTE S.A.,4116650,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-12,2020-11-13,
,4015,11,R.F. TRANSPORTE S.A.,4116651,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-12,2020-11-13,
,4015,11,R.F. TRANSPORTE S.A.,4116652,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-12,2020-11-13,
,4015,11,R.F. TRANSPORTE S.A.,4116653,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-12,2020-11-16,
,4015,11,R.F. TRANSPORTE S.A.,4116654,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-12,2020-11-13,
,4015,11,R.F. TRANSPORTE S.A.,4116656,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-12,2020-11-13,
,4015,11,R.F. TRANSPORTE S.A.,4116658,11,8,R.F. TRANSPORTE S.A.,MANSILLA GUSTAVO ADOLFO,2020-11-12,2020-11-16,
,4015,11,R.F. TRANSPORTE S.A.,4116660,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-12,2020-11-13,
,4015,11,R.F. TRANSPORTE S.A.,4116661,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-12,2020-11-13,
,4015,11,R.F. TRANSPORTE S.A.,4116664,11,8,R.F. TRANSPORTE S.A.,TERRAGROUP ARGENTINA SA,2020-11-12,2020-11-16,
,4015,11,R.F. TRANSPORTE S.A.,4116665,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-12,2020-11-13,
,4015,11,R.F. TRANSPORTE S.A.,4116872,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116873,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116874,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116878,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116879,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-17,2020-11-19,
,4015,11,R.F. TRANSPORTE S.A.,4116880,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-17,2020-11-19,
,4015,11,R.F. TRANSPORTE S.A.,4116881,11,8,R.F. TRANSPORTE S.A.,NASCA ANDRES ANTONIO,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116882,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-17,2020-11-19,
,4015,11,R.F. TRANSPORTE S.A.,4116886,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116887,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116888,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116890,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116891,11,8,R.F. TRANSPORTE S.A.,IGNITRUCKS S.A.,2020-11-17,2020-11-19,
,4015,11,R.F. TRANSPORTE S.A.,4116892,11,8,R.F. TRANSPORTE S.A.,MIATELLO MARCELO GABRIEL,2020-11-17,2020-11-18,
,4015,11,R.F. TRANSPORTE S.A.,4116893,11,8,R.F. TRANSPORTE S.A.,WITRALEN S.A.,2020-11-17,2020-11-18,
